3;;2;;1;;1;;3;2;3;;1;1;1;1;;;;;;;2;;2;1;1;1;1;1;1;1;1;1;;;1;1;1;;;;;1;1;;;;;;1;1;;;;3;;4;;1;;;1;1;;1;;;;;;;;1;1;;;;;;;6;;7;;3;;3;3;2;3;2;3;1;2;2;5;2;4;2;2;2;2;1;2;1;1;1;1;
3;;3;;2;;2;;3;1;2;;1;;1;1;;;;;;;2;;2;1;1;1;1;1;1;1;1;;;1;1;1;1;1;;;;1;;;;1;;1;1;1;;;;3;;6;;1;;;1;1;;;1;;;;1;;;;;;;1;;;;7;;7;;1;;3;3;4;1;3;3;4;1;4;2;4;4;2;2;2;4;3;1;1;1;1;1;
4;;2;;3;;1;;3;2;3;;1;;1;1;;;;;;;2;;2;1;2;1;1;1;1;1;;1;;;;1;1;;;;;;1;;;;;;1;1;;;;4;;4;;1;;1;;1;;;;;;;1;;;1;;1;;;;;;3;;4;;3;;3;3;2;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;1;1;2;1;
4;;2;;3;;1;;1;2;3;1;1;;1;;;;;;;;3;;1;1;2;1;1;1;1;1;1;1;;;;1;1;;;;;;;;;;;1;;1;;;;6;;6;;1;;1;1;1;1;;;;;;1;;;1;;;;;;;;6;;7;;3;;3;3;4;2;2;2;2;2;2;4;1;3;2;1;2;2;2;2;1;1;2;1;
3;;4;;1;;1;;4;3;2;;1;;;;;;1;;;;2;;4;2;2;1;2;2;2;1;1;;;;;1;1;;;;;1;;;;;;1;;1;;;;6;;3;;1;;1;;;;1;;;;;1;;1;1;1;;;;;;;6;;3;;3;;4;4;3;2;2;1;2;2;5;5;5;4;5;2;5;5;4;1;1;1;2;2;
3;;3;;5;;1;;3;2;1;;;;1;;;;;;;;2;;2;1;2;1;1;1;1;1;;;;;;1;1;;;;;1;;;;;;1;1;1;;;;6;;6;;;;;1;;;;;;;;;;;1;;;;;;;;3;;3;;1;;3;3;3;1;2;5;1;4;3;5;2;2;3;2;4;3;2;1;1;2;4;1;
3;;3;;1;;1;;3;3;2;;1;;;1;;;;;;;2;;4;1;2;2;1;2;2;1;1;;;1;;1;1;;;;;1;1;;;1;;1;1;1;;;;6;;6;;1;;;1;1;;1;;;;;1;;;1;1;;;;;;;2;;2;;2;;2;2;3;3;3;3;1;2;2;2;2;2;2;2;2;2;1;2;1;1;3;1;
3;;3;;5;;2;;2;2;1;;1;1;1;1;;;;;;;2;;1;1;1;1;1;1;1;1;1;1;;;1;1;1;1;;;;;1;;;;;1;1;1;;;;3;;3;;1;;1;1;1;;;;;;;1;;;1;1;;;;;;;6;;7;;3;;1;2;3;3;2;2;1;5;2;5;2;5;1;2;4;4;1;2;1;1;1;1;
4;;4;;4;;2;;3;3;2;;1;;;1;1;;1;;;;3;;4;2;1;2;2;2;1;1;1;;;;;1;1;1;;;;;1;;;;;1;1;1;;;;3;;6;;;;;;;;;;1;;;1;;;;;;1;;;;;3;;4;;3;;3;1;4;2;2;2;2;3;4;3;4;3;2;2;3;5;4;2;1;1;2;2;
4;;3;;3;;2;;3;3;2;;1;1;1;;;;;;;;3;;2;2;2;1;1;1;1;1;1;;;1;1;1;1;;;;;1;1;;;1;1;;1;1;;;;5;;5;;1;;;1;1;;;;;;;1;;;1;1;;;;;;;3;;2;;3;;3;1;3;2;2;5;4;5;2;4;2;2;2;2;5;2;1;2;1;1;1;1;
3;;4;;5;;4;;4;3;2;;1;;;;;;;;;;3;;3;2;2;1;1;1;1;1;;;;;;1;;;;;;1;1;;;;;;;;;;;6;;6;;1;;;1;;;;;;;;;;;1;;;;;;;;7;;7;;1;;3;2;4;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;1;1;4;1;
3;;3;;4;;1;;3;2;3;;;;;;;;;1;;;5;;3;1;1;1;1;1;1;;;;;;;;1;;;;;1;1;;;;;1;;1;;;;6;;6;;1;;;;;;;;;;;1;;;;;;;;;;;7;;7;;1;;2;2;3;2;5;5;2;1;2;3;3;3;3;1;2;2;2;2;3;3;2;1;
4;;4;;7;;1;;4;2;2;;;;;;;;1;;;;3;;4;2;2;1;2;2;2;1;1;;;;;1;1;1;;;;1;1;;;;;1;1;1;;;;6;;6;;1;;;1;1;;1;1;;;;1;;;1;1;;;1;;;;7;;7;;3;;3;4;4;3;2;4;3;1;5;5;5;5;2;1;5;5;5;3;2;2;7;2;
3;;3;;1;;1;;3;2;2;;1;;;;1;;;;;;2;;2;1;1;2;1;1;1;1;1;;;;;1;1;;;;;1;1;;;;;1;1;1;;;;2;;3;;1;1;;1;1;;;;;;;1;1;;1;1;;;;;;;6;;6;;3;;3;3;4;2;2;3;2;4;4;4;2;4;4;2;4;3;4;1;3;2;10;1;
4;;3;;1;;1;;3;3;3;;1;1;;1;1;;;;;;2;;3;2;2;1;1;1;1;1;;;;1;1;1;1;1;;;;1;1;1;;1;1;1;1;1;;;;6;;4;;1;;;1;1;;;;;;;1;;1;1;1;;;;;;;6;;3;;3;;3;1;3;2;2;3;1;1;5;5;5;5;1;1;2;3;3;1;2;2;5;1;
3;;3;;1;;1;;2;2;1;;1;;1;1;1;;;;;;2;;2;1;2;2;2;2;1;1;1;1;;;;1;1;;;;;1;1;;;;;1;1;;;;;4;;4;;1;;;;;;1;;;;;1;;;;;;1;;;;;6;;7;;1;;3;3;4;1;2;2;4;2;4;4;2;4;2;2;2;2;2;1;4;2;4;1;
4;;3;;1;;1;;3;2;3;;1;;;1;;;;;;;2;;2;1;2;1;1;1;1;1;1;1;;;;;1;;;;;1;1;;;;;;;1;;;;6;;3;;1;1;;1;;;1;;;;;1;;1;1;1;;;;;;;2;;6;;3;;3;3;4;2;2;3;2;4;2;5;2;5;2;2;2;2;2;1;4;2;11;1;
4;;3;;1;;1;;3;2;2;;1;1;1;1;;;;;;;2;;2;2;1;1;1;1;1;1;1;;;;;1;;1;;;;1;1;;;;1;1;1;;;;;1;;1;;;;1;;1;;;;;;;1;1;;1;1;;;;;;;6;;7;;3;;3;1;2;2;1;2;2;4;5;4;5;4;3;3;2;3;3;3;1;2;5;2;
1;;4;;1;;1;;4;3;3;;;;;1;;;1;;;;5;;2;1;1;1;1;1;1;1;;;;;1;1;;;;;;1;1;;;;1;1;1;1;;;;6;;6;;1;;;;;;;;;;;1;;;;;;;;;;;6;;2;;2;;3;3;3;3;2;3;4;4;2;3;4;4;2;2;4;4;1;1;4;2;7;2;
4;;5;;1;;1;;3;1;3;;1;;;;;;;;;;2;;2;2;1;1;2;1;1;1;1;1;;;1;1;1;;;;;1;1;1;;;1;1;;;;;;6;;6;;1;;;;;;;;;;;1;;;;;;;;;;;6;;7;;2;;3;3;3;3;2;2;2;3;2;2;4;4;2;2;4;2;1;2;3;3;5;1;
4;;3;;1;;1;;3;2;2;;1;;1;;;;;;;;3;;2;2;1;1;1;1;1;1;1;1;;1;1;1;1;1;;;;1;1;1;;1;1;1;1;1;;;;3;;3;;1;1;1;1;1;;;;;;;1;1;1;1;1;1;;;;;;6;;6;;2;;3;3;3;3;2;3;2;3;3;4;3;4;2;2;3;3;3;1;4;2;9;2;
4;;4;;5;;1;;4;3;2;;;;;;;;1;;;;4;;2;3;1;1;1;1;1;1;1;;;;1;1;1;;;;;1;1;;;;1;1;;;;;;6;;6;;1;;1;;1;;1;1;;;;1;;;1;1;1;1;1;;;;6;;6;;4;;3;3;4;5;1;2;2;2;1;1;1;1;2;2;1;1;1;3;2;2;4;1;
4;;4;;4;;1;;4;3;2;;1;;1;;;;;;;;2;;3;1;2;2;2;2;2;1;1;;;1;1;1;1;;;;;1;;;;;1;;1;1;;;;6;;6;;1;;;1;;;;1;;;;1;;;1;;;;;;;;7;;7;;1;;3;2;4;1;2;3;4;5;4;4;5;4;4;2;5;4;4;3;4;2;1;1;
3;;3;;1;;1;;3;2;3;;1;1;1;;;;;;;;2;;2;1;1;1;1;1;1;1;1;;;1;1;1;1;;;;;1;1;;;1;1;;;1;;;;4;;6;;1;;1;1;1;;;1;;;;1;;;1;1;;;1;;;;6;;2;;1;;3;3;3;2;2;3;2;5;2;4;2;2;2;2;4;2;1;2;1;1;1;1;
4;;4;;1;;1;;3;2;2;;;;;;;;1;;;;3;;4;1;2;1;1;1;1;1;;;;1;1;1;1;;;;;1;1;;;;1;1;;1;;;;6;;6;;1;;;1;;;;1;;;;1;;;1;;;;;;;;7;;7;;1;;3;4;3;2;2;2;4;4;4;4;5;5;4;2;4;3;2;3;5;4;2;1;
3;;2;;5;;1;;3;2;1;;1;;;1;1;;;;;;2;;2;2;1;1;1;1;1;1;1;1;;;;1;1;;;;;1;1;1;;;;;1;1;;;;2;;4;;1;;;1;;;;;;;;1;;1;1;;;;;;;;6;;7;;3;;3;1;2;2;2;3;2;4;2;1;2;5;4;2;2;3;2;1;2;2;3;1;
4;;3;;4;;2;;3;2;3;;1;;;;;;;;;;3;;2;1;2;1;1;1;1;1;;1;;1;1;1;1;1;;;;1;1;;;;1;;1;1;;;;3;;4;;1;;1;;;;;;;;;1;;;1;;;;;;;;3;;7;;3;;1;1;4;2;2;3;2;4;4;5;5;5;1;1;4;4;4;2;1;1;2;1;
4;;3;;2;;1;;3;1;1;;1;1;1;1;;;;;;;3;;2;1;2;1;2;1;2;1;1;;;;;;1;1;;;;1;1;;;;;;1;1;;;;3;;4;;1;;1;;1;;;;;;;1;;1;1;;;;;;;;6;;6;;1;;3;3;2;2;3;3;4;5;2;2;4;4;4;4;4;2;2;2;1;1;2;1;
1;;4;;1;;1;;3;2;1;;1;;;;;;;;;;2;;2;1;2;1;1;1;1;;1;;;;;1;;1;;;;1;1;;;;;1;;;;;;2;;6;;1;;1;1;1;1;1;;;;;1;1;1;1;1;;;;;;;2;;2;;3;;3;3;3;1;2;4;1;1;2;2;2;1;2;2;1;2;1;1;2;2;4;2;
3;;3;;2;;2;;3;2;1;;1;;;1;;;1;;1;Живые ежедневный опыт ;3;;2;1;1;1;2;1;1;1;1;;;;;1;1;;;;;1;1;;;;;1;;1;;;;6;;6;;1;;1;1;;;;;;;;1;;1;1;1;;;;;;;6;;7;;3;;3;3;3;2;2;2;4;3;4;4;3;4;2;2;3;5;3;2;1;3;1;2;
2;;4;;1;;1;;4;3;2;;1;;;1;1;;;;;;2;;3;1;2;1;1;1;1;1;;;;1;;1;1;;;;;1;;;;1;;;1;1;;;;6;;6;;1;;;;;;;1;;;;1;;;1;1;;;;;;;7;;7;;1;;3;3;3;1;2;3;2;5;5;5;5;5;5;2;5;5;5;1;3;2;6;1;
3;;3;;5;;1;;3;2;2;;1;1;;1;;;;;;;2;;2;1;2;1;1;1;1;1;1;1;;;1;1;1;1;;;;;;;;;;;1;1;;;;1;;3;;1;;1;1;1;;;;;;;;;;1;1;;1;;;;;6;;7;;3;;3;3;3;3;2;2;1;4;2;5;2;5;1;2;2;2;1;2;1;1;1;1;
4;;3;;1;;1;;3;2;3;;1;1;1;1;1;1;;;;;3;;2;3;2;1;1;1;1;1;1;1;;;;1;1;;;;;1;1;1;;;;1;;1;;;;4;;4;;1;;1;1;1;;;1;;;;1;;1;1;1;;;;;;;6;;7;;3;;3;1;2;2;2;2;1;3;2;4;1;4;4;1;2;2;1;3;3;3;5;1;
4;;2;;1;;1;;1;2;3;1;;;;;;;;;;;2;;3;1;1;1;1;1;1;1;;;;;;1;;;;;;1;1;;;;;1;1;1;;;;6;;3;;1;1;;;;;;;;;;1;;1;;;;;;;;;6;;6;;2;;3;3;2;1;2;2;1;4;2;5;1;3;2;2;2;1;1;1;3;2;5;1;
3;;3;;1;;1;;3;2;2;;1;;;1;;;;;;;2;;5;1;2;1;1;1;1;1;1;;;;;1;1;;;;;1;1;;;;;1;1;;;;;6;;4;;1;;;1;;;;1;;;;1;;;1;;1;;;;;;7;;7;;1;;3;3;3;2;2;3;1;5;4;5;3;4;4;2;4;2;3;4;1;1;1;1;
1;;2;;1;;1;;1;2;1;1;1;;1;;;;;;;;2;;1;1;1;1;1;1;1;1;1;;;;;;1;1;;;;;1;1;;;;1;;;;;;7;;7;;1;1;1;;1;1;;;;;;1;;;;1;1;;;;;;6;;6;;2;;3;3;4;1;2;2;1;4;3;3;1;4;2;1;1;1;1;2;1;1;1;1;
4;;6;Стараюсь следить и выбирать интересные мне тренды, чтобы формировать свой стиль;5;;6;И 2 и 3;1;2;1;1;1;;1;;;;;;1;Оцениваю интересный внешний вид окружающих людей;2;;1;1;2;1;1;1;1;1;1;1;;;;1;1;;;;;1;1;;;;;;1;1;;;;1;;1;;1;;1;1;1;;1;;;;;1;;;1;;1;;;;;;6;;6;;3;;3;3;2;2;2;2;2;4;2;5;2;5;3;2;1;4;1;2;1;1;2;1;
2;;4;;2;;2;;4;3;2;;;;;;;;1;;;;3;;2;1;2;1;1;2;1;1;1;;;;;1;1;;;;;;1;;;;1;;;1;;;;4;;4;;1;;;;;;;1;;;;;;;1;;1;;;;;;4;;3;;1;;3;4;4;2;3;2;2;3;5;5;5;2;4;2;5;5;5;1;1;1;1;2;
4;;4;;3;;1;;4;3;2;;;;;;;;1;;;;2;;4;2;2;2;2;2;2;1;1;;;;;;1;;;;;1;1;;;1;;;;1;;;;6;;6;;1;;;1;1;;;1;;;;1;;;1;1;;;;;;;7;;7;;1;;3;3;4;2;2;3;2;1;5;5;4;5;2;2;5;5;5;1;2;2;3;2;
1;;3;;1;;1;;2;1;1;1;1;;1;1;;;;;;;2;;1;2;1;1;1;1;1;1;1;;;;1;1;1;1;;;;1;1;;;;1;1;;1;;;;1;;1;;1;;1;;1;;;;;;;1;;;1;;1;;;;;;6;;6;;1;;2;3;4;2;5;5;1;1;5;4;2;1;1;1;2;2;1;2;1;1;3;1;
